provinceName,varietyName,minimumPrice,middlePrice,highestPrice,meteringUnit
天津市,大葱,1.6333333333333335,1.8666666666666665,2.1666666666666665,元/公斤
天津市,大蒜,6.666666666666667,7.433333333333334,9.0,元/公斤
天津市,富士苹果,6.0,7.3,9.0,元/公斤
天津市,小白菜,2.15,2.65,3.15,元/公斤
天津市,小葱,1.4,1.7,2.0,元/公斤
天津市,尖椒,2.5,3.7,4.9,元/公斤
天津市,山药,6.8,8.799999999999999,12.133333333333333,元/公斤
天津市,平菇,7.25,7.775,9.0,元/公斤
天津市,桃子,3.4,4.7,6.0,元/公斤
天津市,樱桃西红柿,5.0,6.2,8.0,元/公斤
天津市,毛豆,5.4,5.7,6.0,元/公斤
天津市,油菜,3.12,3.5,4.0,元/公斤
天津市,油麦菜,7.0,8.125,9.5,元/公斤
天津市,洋白菜,1.4833333333333334,1.8499999999999999,2.1333333333333333,元/公斤
天津市,活草鱼,16.0,16.0,16.0,元/公斤
天津市,活鲤鱼,14.0,14.0,14.0,元/公斤
天津市,活鲫鱼,20.0,20.0,20.0,元/公斤
天津市,火龙果,7.0,8.0,10.0,元/公斤
天津市,牛肉,60.0,60.75,61.5,元/公斤
天津市,猕猴桃,10.0,12.0,13.0,元/公斤
天津市,猪肉,25.0,25.0,25.0,元/公斤
天津市,猪肉(白条猪),19.15,19.8,20.45,元/公斤
天津市,玉米,1.2,1.8,2.4,元/公斤
天津市,玫瑰香葡萄,7.0,7.5,8.0,元/公斤
天津市,生姜,7.6000000000000005,8.65,10.033333333333333,元/公斤
天津市,生菜,3.1999999999999997,3.9,4.3999999999999995,元/公斤
天津市,白条鸡,11.533333333333333,11.666666666666666,12.333333333333334,元/公斤
天津市,白萝卜,1.2999999999999998,1.475,1.7000000000000002,元/公斤
天津市,红萝卜,1.0,1.1,1.2,元/公斤
天津市,绿豆芽,1.7000000000000002,1.85,2.0,元/公斤
天津市,羊肉,63.75,64.5,69.0,元/公斤
天津市,胡萝卜,1.6333333333333335,1.8499999999999999,2.1666666666666665,元/公斤
天津市,良薯,2.4,3.2,4.0,元/公斤
天津市,芋头,10.0,10.0,10.0,元/公斤
天津市,芒果,8.5,9.25,12.0,元/公斤
天津市,芹菜,2.9333333333333336,3.8666666666666667,4.366666666666666,元/公斤
天津市,苦瓜,2.4,2.82,3.44,元/公斤
天津市,苹果,5.5,7.25,9.0,元/公斤
天津市,茄子,1.72,2.2,2.88,元/公斤
天津市,茴香,5.12,5.68,6.840000000000001,元/公斤
天津市,茼蒿,8.5,9.75,13.0,元/公斤
天津市,莲藕,5.16,6.779999999999999,8.2,元/公斤
天津市,莴笋,2.5,2.7,3.3,元/公斤
天津市,菜花,4.1000000000000005,4.816666666666666,5.533333333333334,元/公斤
天津市,菠菜,9.6,10.6,12.4,元/公斤
天津市,萝卜,2.8,3.0,3.2,元/公斤
天津市,葡萄,5.0,6.0,7.0,元/公斤
天津市,葱头,1.0,1.2333333333333334,1.5333333333333334,元/公斤
天津市,蒜薹,4.32,6.3,8.040000000000001,元/公斤
天津市,西兰花,7.666666666666667,8.0,9.200000000000001,元/公斤
天津市,西瓜,1.4000000000000001,2.5,3.9333333333333336,元/公斤
天津市,西红柿,3.1333333333333333,3.9,5.033333333333333,元/公斤
天津市,西葫芦,2.52,2.98,3.88,元/公斤
天津市,豆角,4.5600000000000005,5.68,7.4,元/公斤
天津市,豇豆,2.6,3.4000000000000004,4.2,元/公斤
天津市,长茄子,1.2,2.0,2.8,元/公斤
天津市,雪梨,3.6,3.7,3.8,元/公斤
天津市,青椒,3.9333333333333336,4.7,5.866666666666667,元/公斤
天津市,青笋,2.5,2.95,3.0,元/公斤
天津市,面粉,4.0,4.666666666666667,5.333333333333333,元/公斤
天津市,韭菜,2.766666666666667,3.4,3.8333333333333335,元/公斤
天津市,香菇,8.440000000000001,9.92,11.8,元/公斤
天津市,香菜,7.4,8.9,10.6,元/公斤
天津市,香蕉,4.65,5.55,6.5,元/公斤
天津市,鲜食玉米,1.2,1.6,2.0,元/公斤
天津市,鸡蛋,6.5680000000000005,6.723999999999999,6.82,元/公斤
天津市,鸭梨,5.1,5.8,6.0,元/公斤
天津市,麒麟西瓜,3.0999999999999996,3.55,3.8000000000000003,元/公斤
天津市,黄瓜,4.033333333333333,5.166666666666667,6.533333333333334,元/公斤
天津市,黄豆芽,1.7000000000000002,1.85,2.0,元/公斤
宁夏回族自治区,三黄鸡,14.0,15.5,16.0,元/公斤
宁夏回族自治区,光皮黄瓜,,5.0,,元/公斤
宁夏回族自治区,冬瓜,0.95,1.4125,3.8,元/公斤
宁夏回族自治区,南瓜,1.4,1.85,5.1,元/公斤
宁夏回族自治区,哈密瓜,4.0,5.2,11.0,元/公斤
宁夏回族自治区,圆茄子,1.3,1.2000000000000002,1.9,元/公斤
宁夏回族自治区,土豆,1.5,1.8,3.5,元/公斤
宁夏回族自治区,大白菜,0.8,1.2750000000000001,2.8000000000000003,元/公斤
宁夏回族自治区,大葱,1.7,2.2,5.7,元/公斤
宁夏回族自治区,大蒜,7.5,7.475,13.5,元/公斤
宁夏回族自治区,富士苹果,5.15,7.175,11.0,元/公斤
宁夏回族自治区,小白菜,2.1,4.4,5.5,元/公斤
宁夏回族自治区,小葱,,5.0,,元/公斤
宁夏回族自治区,山竹,18.0,19.0,20.0,元/公斤
宁夏回族自治区,山药,8.0,7.5,10.0,元/公斤
宁夏回族自治区,巨峰葡萄,8.0,9.5,11.0,元/公斤
宁夏回族自治区,平菇,4.0,6.25,13.5,元/公斤
宁夏回族自治区,心里美萝卜,1.2,1.6,2.0,元/公斤
宁夏回族自治区,木瓜,9.0,10.0,11.0,元/公斤
宁夏回族自治区,李子,4.5,4.65,4.8,元/公斤
宁夏回族自治区,杏子,5.2,6.1,7.0,元/公斤
宁夏回族自治区,杨梅,16.0,18.0,20.0,元/公斤
宁夏回族自治区,枇杷,12.0,16.0,20.0,元/公斤
宁夏回族自治区,枸杞子,21.4,37.6,98.4,元/公斤
宁夏回族自治区,柚子,3.0,4.0,5.0,元/公斤
宁夏回族自治区,柠檬,16.0,17.0,18.0,元/公斤
宁夏回族自治区,桂鱼,60.0,62.0,64.0,元/公斤
宁夏回族自治区,桃子,5.6,5.8,6.0,元/公斤
宁夏回族自治区,椰子,16.0,17.0,18.0,元/公斤
宁夏回族自治区,榴莲,30.0,33.5,37.0,元/公斤
宁夏回族自治区,樱桃,20.0,35.0,50.0,元/公斤
宁夏回族自治区,樱桃西红柿,4.0,7.0,14.0,元/公斤
宁夏回族自治区,橙子,7.0,8.0,9.0,元/公斤
宁夏回族自治区,油桃,5.0,6.0,7.0,元/公斤
宁夏回族自治区,油菜,1.7,3.275,6.7,元/公斤
宁夏回族自治区,油麦菜,3.65,6.050000000000001,8.65,元/公斤
宁夏回族自治区,活草鱼,18.5,20.9,24.0,元/公斤
宁夏回族自治区,活鲤鱼,11.5,13.125,16.5,元/公斤
宁夏回族自治区,活鲫鱼,19.0,21.25,24.0,元/公斤
宁夏回族自治区,火龙果,4.6,5.55,6.5,元/公斤
宁夏回族自治区,牛肉,56.5,64.0,65.0,元/公斤
宁夏回族自治区,猕猴桃,4.0,6.5,9.0,元/公斤
宁夏回族自治区,猪肉,20.0,20.0,20.0,元/公斤
宁夏回族自治区,猪肉(白条猪),,19.0,,元/公斤
宁夏回族自治区,甘蓝,0.9,0.9500000000000001,1.3,元/公斤
宁夏回族自治区,甘薯,4.3,4.4,4.5,元/公斤
宁夏回族自治区,甜瓜,3.0,3.25,3.5,元/公斤
宁夏回族自治区,生姜,6.5,8.3,15.5,元/公斤
宁夏回族自治区,生菜,2.3,4.45,10.8,元/公斤
宁夏回族自治区,甲鱼,32.0,50.0,68.0,元/公斤
宁夏回族自治区,白条鸡,18.0,16.5,22.0,元/公斤
宁夏回族自治区,白萝卜,1.1,1.4500000000000002,2.8,元/公斤
宁夏回族自治区,白鲢活鱼,7.5,8.75,10.0,元/公斤
宁夏回族自治区,石榴,14.0,17.0,20.0,元/公斤
宁夏回族自治区,粳米(普通),,4.2,,元/公斤
宁夏回族自治区,红尖椒,,7.6,,元/公斤
宁夏回族自治区,红提子,6.3,7.7,14.6,元/公斤
宁夏回族自治区,红椒,3.4,3.9,14.6,元/公斤
宁夏回族自治区,红萝卜,1.6,3.2,7.0,元/公斤
宁夏回族自治区,绿豆芽,2.0,2.25,2.6,元/公斤
宁夏回族自治区,羊肉,53.0,58.0,61.0,元/公斤
宁夏回族自治区,胡萝卜,1.2,1.55,3.0999999999999996,元/公斤
宁夏回族自治区,芒果,7.0,8.4,9.8,元/公斤
宁夏回族自治区,花生油,,22.0,,元/公斤
宁夏回族自治区,花鲢活鱼,,15.0,,元/公斤
宁夏回族自治区,芹菜,1.0,1.8,3.5,元/公斤
宁夏回族自治区,苦瓜,4.0,4.4,4.8,元/公斤
宁夏回族自治区,茼蒿,4.3,8.2,12.6,元/公斤
宁夏回族自治区,草莓,28.0,30.0,32.0,元/公斤
宁夏回族自治区,荔枝,5.6,5.8,6.0,元/公斤
宁夏回族自治区,莲藕,4.25,6.449999999999999,11.75,元/公斤
宁夏回族自治区,莴笋,1.8,3.6,7.4,元/公斤
宁夏回族自治区,菜花,3.4000000000000004,5.65,9.0,元/公斤
宁夏回族自治区,菠菜,8.0,8.75,11.0,元/公斤
宁夏回族自治区,菠萝,2.8,3.4,4.0,元/公斤
宁夏回族自治区,葱头,1.0,1.225,2.9000000000000004,元/公斤
宁夏回族自治区,蒜苗,5.3,8.45,12.5,元/公斤
宁夏回族自治区,蒜薹,5.0,4.85,11.1,元/公斤
宁夏回族自治区,西兰花,5.8,10.25,11.5,元/公斤
宁夏回族自治区,西洋芹,2.0,2.2,2.4,元/公斤
宁夏回族自治区,西瓜,1.0,1.0,11.0,元/公斤
宁夏回族自治区,西红柿,2.0,2.4250000000000003,6.7,元/公斤
宁夏回族自治区,西葫芦,0.8,1.375,4.8,元/公斤
宁夏回族自治区,调和油,,11.0,,元/公斤
宁夏回族自治区,豆角,7.3,5.75,7.7,元/公斤
宁夏回族自治区,豇豆,4.8,5.4,6.0,元/公斤
宁夏回族自治区,酥梨,2.9,4.0,8.1,元/公斤
宁夏回族自治区,金针菇,6.0,6.6,7.2,元/公斤
宁夏回族自治区,长茄子,1.25,2.25,6.95,元/公斤
宁夏回族自治区,青椒,2.0,2.6,8.1,元/公斤
宁夏回族自治区,青笋,2.8,3.2,3.6,元/公斤
宁夏回族自治区,青萝卜,0.8,0.9,1.2,元/公斤
宁夏回族自治区,韭苔,4.75,5.25,8.5,元/公斤
宁夏回族自治区,韭菜,2.3,3.75,9.1,元/公斤
宁夏回族自治区,香梨,5.4,5.7,6.0,元/公斤
宁夏回族自治区,香瓜,2.0,3.0,4.0,元/公斤
宁夏回族自治区,香菇,9.5,12.5,20.0,元/公斤
宁夏回族自治区,香菜,4.55,6.875,15.25,元/公斤
宁夏回族自治区,香蕉,4.2,4.7,6.7,元/公斤
宁夏回族自治区,鮰鱼,,19.6,,元/公斤
宁夏回族自治区,鲈鱼,53.0,54.0,55.0,元/公斤
宁夏回族自治区,鸡蛋,7.3,7.6499999999999995,10.8,元/公斤
宁夏回族自治区,麒麟西瓜,1.6,2.8,4.0,元/公斤
宁夏回族自治区,黄元帅苹果,7.0,8.0,9.0,元/公斤
宁夏回族自治区,黄瓜,2.6,2.95,4.0,元/公斤
宁夏回族自治区,黄豆芽,2.0,2.25,2.6,元/公斤
宁夏回族自治区,黑鱼,,24.0,,元/公斤
宁夏回族自治区,龙眼(桂圆),10.0,13.0,16.0,元/公斤
安徽省,一级豆油(散装),8.0,10.125,8.4,元/公斤
安徽省,三黄鸡,22.0,24.0,26.0,元/公斤
安徽省,丝瓜,4.5,6.766666666666667,7.8,元/公斤
安徽省,京欣西瓜,,2.0,,元/公斤
安徽省,人参果,10.0,11.0,12.0,元/公斤
安徽省,人工甲鱼,28.0,29.0,30.0,元/公斤
安徽省,佛手瓜,,4.0,,元/公斤
安徽省,光皮黄瓜,13.0,14.5,16.0,元/公斤
安徽省,冬瓜,1.0333333333333334,1.1111111111111112,1.8,元/公斤
安徽省,南瓜,1.9142857142857144,2.3850000000000002,2.8000000000000003,元/公斤
安徽省,哈密瓜,4.0,4.125,4.566666666666666,元/公斤
安徽省,嘎拉苹果,,3.0,,元/公斤
安徽省,圆茄子,,2.4,,元/公斤
安徽省,土豆,1.9857142857142858,2.3600000000000003,2.8285714285714287,元/公斤
安徽省,基围虾,51.0,49.25,54.0,元/公斤
安徽省,大带鱼,,25.0,,元/公斤
安徽省,大白菜,1.3714285714285714,1.7550000000000001,1.7714285714285716,元/公斤
安徽省,大米,4.0,4.05,4.2,元/公斤
安徽省,大葱,2.8285714285714287,2.875,3.6285714285714286,元/公斤
安徽省,大蒜,7.640000000000001,7.95,9.4,元/公斤
安徽省,大豆,9.0,10.0,11.0,元/公斤
安徽省,大黄花鱼,30.0,33.0,43.0,元/公斤
安徽省,富士苹果,7.2,7.9799999999999995,9.333333333333334,元/公斤
安徽省,小白菜,3.6666666666666665,5.0125,5.666666666666667,元/公斤
安徽省,小葱,5.533333333333334,6.3,7.066666666666666,元/公斤
安徽省,尖椒,3.75,5.083333333333333,5.5,元/公斤
安徽省,山楂,,5.0,,元/公斤
安徽省,山竹,,16.0,,元/公斤
安徽省,山药,6.2,6.459999999999999,7.333333333333333,元/公斤
安徽省,巨峰葡萄,8.6,8.45,15.0,元/公斤
安徽省,带鱼,20.0,27.5,36.0,元/公斤
安徽省,平菇,6.4,7.978571428571429,8.4,元/公斤
安徽省,木耳菜,,6.0,,元/公斤
安徽省,李子,,5.0,,元/公斤
安徽省,杨梅,,16.0,,元/公斤
安徽省,枣,16.0,18.0,20.0,元/公斤
安徽省,柠檬,11.0,15.5,12.5,元/公斤
安徽省,桃子,4.25,4.816666666666666,5.2,元/公斤
安徽省,梨,3.75,3.516666666666667,4.3,元/公斤
安徽省,椰子,16.0,18.0,20.0,元/公斤
安徽省,榴莲,43.0,39.25,44.0,元/公斤
安徽省,樱桃西红柿,8.0,9.0,10.0,元/公斤
安徽省,橘、柑,,8.0,,元/公斤
安徽省,橙子,7.8,8.0,8.2,元/公斤
安徽省,毛豆,3.733333333333333,4.3999999999999995,5.066666666666666,元/公斤
安徽省,沃柑,8.0,8.5,10.0,元/公斤
安徽省,油桃,,6.0,,元/公斤
安徽省,油菜,4.45,5.828571428571428,6.15,元/公斤
安徽省,油麦菜,6.0,7.5625,8.25,元/公斤
安徽省,泥鳅,,20.0,,元/公斤
安徽省,洋白菜,2.5,2.96,3.2,元/公斤
安徽省,活草鱼,16.333333333333332,17.4,18.333333333333332,元/公斤
安徽省,活鲤鱼,11.5,13.0,13.5,元/公斤
安徽省,活鲫鱼,16.333333333333332,17.25,20.333333333333332,元/公斤
安徽省,淡水鲈鱼,20.0,30.0,40.0,元/公斤
安徽省,火龙果,7.4,7.466666666666666,8.5,元/公斤
安徽省,牛肉,64.5,64.0,69.5,元/公斤
安徽省,猕猴桃,13.5,13.0,16.5,元/公斤
安徽省,猪肉,22.2,22.03333333333333,24.0,元/公斤
安徽省,猪肉(白条猪),16.4,18.933333333333334,16.4,元/公斤
安徽省,玉米,2.6,2.7,2.8,元/公斤
安徽省,玉米棒,3.3,4.15,5.0,元/公斤
安徽省,瓠子,2.075,2.8375,3.375,元/公斤
安徽省,甘蓝,1.2,1.6,2.0,元/公斤
安徽省,甘薯,5.0,5.5,6.0,元/公斤
安徽省,甜橙,10.0,11.5,13.0,元/公斤
安徽省,生姜,8.0,8.833333333333334,10.166666666666666,元/公斤
安徽省,生菜,5.6,6.5125,7.6,元/公斤
安徽省,白条鸡,14.65,15.959999999999999,15.1,元/公斤
安徽省,白萝卜,1.3800000000000001,1.76875,2.04,元/公斤
安徽省,白鲢活鱼,7.5,8.5,9.166666666666666,元/公斤
安徽省,空心菜,3.25,3.975,4.5,元/公斤
安徽省,红小豆,13.0,13.5,14.0,元/公斤
安徽省,红提子,,10.0,,元/公斤
安徽省,红椒,4.5,5.8999999999999995,7.5,元/公斤
安徽省,红萝卜,,2.6,,元/公斤
安徽省,绿豆芽,2.2,2.5666666666666664,2.4,元/公斤
安徽省,羊肉,52.333333333333336,55.2,57.0,元/公斤
安徽省,胡萝卜,2.142857142857143,2.54,2.942857142857143,元/公斤
安徽省,色拉油,,12.0,,元/公斤
安徽省,芋头,,6.0,,元/公斤
安徽省,芒果,10.0,10.375,12.666666666666666,元/公斤
安徽省,花生仁,12.0,13.5,15.0,元/公斤
安徽省,花鲢活鱼,16.0,17.166666666666668,19.0,元/公斤
安徽省,芸豆（鲜食）,11.0,11.5,12.0,元/公斤
安徽省,芹菜,4.6571428571428575,5.0600000000000005,6.285714285714286,元/公斤
安徽省,苋菜,2.8666666666666667,4.25,4.0,元/公斤
安徽省,苦瓜,4.0,5.5,6.0,元/公斤
安徽省,苹果,8.75,9.875,11.0,元/公斤
安徽省,苹果梨,,3.5,,元/公斤
安徽省,茄子,2.7199999999999998,3.185714285714286,4.12,元/公斤
安徽省,茭白,9.0,11.25,12.0,元/公斤
安徽省,茼蒿,,13.5,,元/公斤
安徽省,荔枝,17.0,18.5,20.0,元/公斤
安徽省,荷兰豆,15.0,16.666666666666668,17.0,元/公斤
安徽省,莲藕,5.266666666666667,7.2555555555555555,9.0,元/公斤
安徽省,莴笋,3.3000000000000003,4.01,4.914285714285714,元/公斤
安徽省,菜油(散装),9.2,9.7,10.0,元/公斤
安徽省,菜花,6.4,6.925,7.4,元/公斤
安徽省,菠菜,11.433333333333332,13.6,15.5,元/公斤
安徽省,菠萝,8.0,6.5,10.0,元/公斤
安徽省,菠萝蜜,6.0,6.75,9.0,元/公斤
安徽省,葡萄,8.0,8.5,9.0,元/公斤
安徽省,葱头,1.725,1.95,2.25,元/公斤
安徽省,蒜苗,8.0,10.5,10.0,元/公斤
安徽省,蒜薹,6.533333333333334,6.95,8.0,元/公斤
安徽省,蜜桔,,6.0,,元/公斤
安徽省,西兰花,8.8,9.4,11.1,元/公斤
安徽省,西洋芹,,5.0,,元/公斤
安徽省,西瓜,2.35,2.6142857142857143,4.1,元/公斤
安徽省,西红柿,3.5500000000000003,4.416666666666667,5.133333333333334,元/公斤
安徽省,西葫芦,3.96,4.525,5.0,元/公斤
安徽省,豆角,6.8,7.366666666666667,7.666666666666667,元/公斤
安徽省,豇豆,4.333333333333333,4.775,5.733333333333333,元/公斤
安徽省,辣椒干,33.0,34.0,35.0,元/公斤
安徽省,酥梨,3.8,3.6,4.5,元/公斤
安徽省,金针菇,4.6,5.8,5.6,元/公斤
安徽省,长茄子,,3.0,,元/公斤
安徽省,青椒,3.8714285714285714,4.915,5.642857142857143,元/公斤
安徽省,青萝卜,0.8,1.5,1.8,元/公斤
安徽省,青鱼,14.0,16.0,18.0,元/公斤
安徽省,面粉,4.0,3.65,4.2,元/公斤
安徽省,韭苔,,8.0,,元/公斤
安徽省,韭菜,3.8833333333333333,4.311111111111111,5.366666666666667,元/公斤
安徽省,香油,,41.0,,元/公斤
安徽省,香瓜,,5.0,,元/公斤
安徽省,香菇,11.4,13.5,15.16,元/公斤
安徽省,香菜,9.666666666666666,11.9,11.333333333333334,元/公斤
安徽省,香蕉,4.46,4.792857142857143,5.46,元/公斤
安徽省,鲈鱼,34.0,37.0,42.0,元/公斤
安徽省,鲢鱼,,10.0,,元/公斤
安徽省,鳊鱼,17.0,18.0,19.0,元/公斤
安徽省,鸡腿菇,5.2,5.8,6.0,元/公斤
安徽省,鸡蛋,7.533333333333334,6.983333333333333,8.066666666666666,元/公斤
安徽省,鸭梨,4.1,5.4,6.7,元/公斤
安徽省,鸭蛋,9.0,9.5,10.0,元/公斤
安徽省,麒麟西瓜,4.0,4.1,4.4,元/公斤
安徽省,黄瓜,4.785714285714286,5.99,7.014285714285714,元/公斤
安徽省,黄豆芽,1.8,2.2333333333333334,2.25,元/公斤
安徽省,黄鳝,77.0,78.5,80.0,元/公斤
安徽省,黑木耳,69.0,70.5,72.0,元/公斤
安徽省,黑鱼,18.5,18.666666666666668,21.5,元/公斤
安徽省,龙眼(桂圆),18.0,16.0,20.0,元/公斤
安徽省,龙虾,,25.0,,元/公斤
山东省,一级豆油(散装),8.9,10.5,12.7,元/公斤
山东省,丝瓜,4.0,5.3999999999999995,6.0,元/公斤
山东省,丰水梨,4.6,5.0,6.0,元/公斤
山东省,乔纳金苹果,7.0,8.0,10.0,元/公斤
山东省,人工甲鱼,60.0,60.0,64.0,元/公斤
山东省,低辣小椒（三樱椒）,19.0,19.1,19.2,元/公斤
山东省,佛手瓜,2.7,3.045,3.5,元/公斤
山东省,光皮黄瓜,7.3,7.83,9.3,元/公斤
山东省,养殖鲶鱼,11.0,12.0,14.0,元/公斤
山东省,冬瓜,0.63,0.9222222222222223,1.29,元/公斤
山东省,加吉鱼,48.0,50.0,52.0,元/公斤
山东省,南瓜,1.3624999999999998,1.8383333333333332,3.525,元/公斤
山东省,哈密瓜,2.6,4.05,6.0,元/公斤
山东省,圆茄子,1.2666666666666666,1.8666666666666665,2.466666666666667,元/公斤
山东省,土豆,1.4352380952380952,1.8437037037037038,1.9676190476190476,元/公斤
山东省,大带鱼,60.0,70.0,87.0,元/公斤
山东省,大白菜,1.5716666666666665,1.8150000000000002,2.1841666666666666,元/公斤
山东省,大米,5.75,8.25,11.35,元/公斤
山东省,大葱,1.8,2.0444444444444447,2.333333333333333,元/公斤
山东省,大蒜,6.757777777777778,8.2,9.38,元/公斤
山东省,大豆,5.9,8.1,10.7,元/公斤
山东省,大辣椒（甜椒-板椒）,12.0,13.5,15.0,元/公斤
山东省,大黄花鱼,39.0,42.5,46.0,元/公斤
山东省,富士苹果,7.15,9.475,11.25,元/公斤
山东省,对虾,260.0,320.0,340.0,元/公斤
山东省,小带鱼,30.0,34.0,36.0,元/公斤
山东省,小白菜,3.533333333333333,4.65,4.666666666666667,元/公斤
山东省,小葱,1.0,1.4,2.0,元/公斤
山东省,尖椒,3.2375,4.924,5.925,元/公斤
山东省,山楂,6.0,7.0,9.0,元/公斤
山东省,山竹,36.0,44.0,56.0,元/公斤
山东省,山药,4.666666666666667,5.793333333333334,8.183333333333334,元/公斤
山东省,巨峰葡萄,8.5,11.0,15.5,元/公斤
山东省,布朗,9.0,12.0,12.0,元/公斤
山东省,带鱼,30.0,60.0,70.0,元/公斤
山东省,平菇,4.3,5.25,6.0,元/公斤
山东省,心里美萝卜,1.6,2.2,2.4,元/公斤
山东省,扇贝,8.0,10.666666666666666,13.0,元/公斤
山东省,早春红玉瓜,3.0,4.0,6.0,元/公斤
山东省,木瓜,6.0,7.0,9.0,元/公斤
山东省,李子,2.0,3.0,4.0,元/公斤
山东省,杏鲍菇,6.0,6.5,7.0,元/公斤
山东省,板栗,4.0,5.0,7.0,元/公斤
山东省,柠檬,7.0,8.5,12.5,元/公斤
山东省,标准粉,4.0,4.0,4.0,元/公斤
山东省,核桃,16.0,26.0,40.0,元/公斤
山东省,桃子,3.0,4.0,6.5,元/公斤
山东省,梨,4.199999999999999,5.5,7.6,元/公斤
山东省,梭子蟹,120.0,180.0,260.0,元/公斤
山东省,樱桃,24.0,37.0,50.0,元/公斤
山东省,樱桃西红柿,4.333333333333333,5.653333333333333,8.200000000000001,元/公斤
山东省,橙子,6.666666666666667,8.0,9.0,元/公斤
山东省,毛豆,4.75,5.32,5.6,元/公斤
山东省,油菜,4.82,5.75,6.095,元/公斤
山东省,油麦菜,4.336,6.426666666666667,7.396000000000001,元/公斤
山东省,泥鳅,26.0,28.0,30.0,元/公斤
山东省,洋白菜,1.6375,2.3475,2.7625,元/公斤
山东省,活草鱼,17.0,18.75,19.5,元/公斤
山东省,活鲤鱼,16.5,16.5,18.666666666666668,元/公斤
山东省,活鲫鱼,20.666666666666668,25.5,23.833333333333332,元/公斤
山东省,海参,80.0,90.0,110.0,元/公斤
山东省,海蛎,10.0,12.0,14.0,元/公斤
山东省,火龙果,5.8,6.4,8.0,元/公斤
山东省,牛肉,64.66666666666667,65.125,69.08333333333333,元/公斤
山东省,特一粉,4.2,4.2,4.2,元/公斤
山东省,特小凤西瓜,5.0,6.0,7.0,元/公斤
山东省,猕猴桃,7.866666666666667,9.333333333333334,13.333333333333334,元/公斤
山东省,猪前腿肌肉,25.0,25.0,25.0,元/公斤
山东省,猪后腿肌肉,25.0,25.0,25.0,元/公斤
山东省,猪肉,22.0,23.0,24.0,元/公斤
山东省,猪肉(白条猪),19.733333333333334,20.96666666666667,21.8,元/公斤
山东省,玉米制品,5.4,6.0,6.9,元/公斤
山东省,玫瑰香葡萄,13.0,14.0,20.0,元/公斤
山东省,瓠子,,2.6,,元/公斤
山东省,甘蓝,,2.1,,元/公斤
山东省,甘蔗,3.0,3.7,4.4,元/公斤
山东省,甜橙,8.0,9.0,13.0,元/公斤
山东省,甜瓜,3.6,4.8,6.8,元/公斤
山东省,生姜,6.554285714285713,7.865185185185185,9.035238095238096,元/公斤
山东省,生菜,5.096666666666667,6.2975,7.168333333333333,元/公斤
山东省,甲鱼,,64.0,,元/公斤
山东省,白条鸡,16.0,16.266666666666666,25.0,元/公斤
山东省,白萝卜,1.375,1.8227777777777778,1.9733333333333334,元/公斤
山东省,白蒜5.0公分,6.9,6.95,7.0,元/公斤
山东省,白蒜6.0公分,7.1,7.2,7.3,元/公斤
山东省,白鲢活鱼,11.0,12.0,15.0,元/公斤
山东省,白鳝鱼,80.0,80.0,86.0,元/公斤
山东省,石斑鱼,100.0,100.0,116.0,元/公斤
山东省,石榴,7.0,8.0,8.0,元/公斤
山东省,秦冠苹果,7.0,8.0,10.0,元/公斤
山东省,粳米(普通),5.2,5.6,6.6,元/公斤
山东省,红尖椒,4.0,6.0,6.0,元/公斤
山东省,红提子,7.0,8.25,13.0,元/公斤
山东省,红椒,1.0,4.35,7.0,元/公斤
山东省,红萝卜,1.4,2.2,3.0,元/公斤
山东省,红蒜5.0公分,5.5,5.6,5.7,元/公斤
山东省,红蒜6.0公分,5.9,6.15,6.4,元/公斤
山东省,绿豆芽,2.05,2.2,2.45,元/公斤
山东省,羊肉,66.5,70.375,77.0,元/公斤
山东省,胡萝卜,1.4133333333333333,1.78125,2.2383333333333333,元/公斤
山东省,良薯,1.8666666666666665,2.8433333333333333,4.666666666666667,元/公斤
山东省,芋头,3.5,4.0,4.800000000000001,元/公斤
山东省,芒果,7.8,9.76,11.72,元/公斤
山东省,芒果(红象牙9号),3.0,4.0,8.0,元/公斤
山东省,花生油,20.666666666666668,22.53333333333333,25.166666666666668,元/公斤
山东省,花鲢活鱼,18.5,19.5,21.0,元/公斤
山东省,芸豆（鲜食）,5.25,6.949999999999999,7.55,元/公斤
山东省,芹菜,2.876,3.577142857142857,4.266,元/公斤
山东省,苦瓜,2.6333333333333333,3.325,4.7,元/公斤
山东省,苹果,6.566666666666666,9.133333333333333,12.966666666666667,元/公斤
山东省,茄子,3.32,3.6,4.3575,元/公斤
山东省,茴香,3.3,7.3999999999999995,5.8,元/公斤
山东省,茼蒿,6.763333333333333,7.8805555555555555,9.13,元/公斤
山东省,草莓,6.5,8.0,15.0,元/公斤
山东省,莲藕,4.333333333333333,5.506666666666667,6.377777777777777,元/公斤
山东省,莴笋,1.9555555555555557,2.814166666666667,3.02,元/公斤
山东省,菜瓜,3.0,3.6,5.0,元/公斤
山东省,菜花,4.226000000000001,5.645833333333333,5.946,元/公斤
山东省,菠菜,10.645999999999999,12.90857142857143,13.656,元/公斤
山东省,菠萝,4.6000000000000005,5.7,7.0,元/公斤
山东省,萝卜,0.55,0.9,1.5,元/公斤
山东省,葱,2.09,2.8,3.24,元/公斤
山东省,葱头,0.842,1.3507142857142858,1.562,元/公斤
山东省,葵花籽,12.0,16.0,28.0,元/公斤
